resource_type,owner_id,source,collection,id,external_id,name,name_type,name_external_id,name[fr],name_type[fr],name_locale[fr],name_external_id[fr],concept_class,datatype,description,description_external_id,released,attr:precise,attr:units,map_external_id,map_target,map_type,map_from_concept_url,map_to_concept_url,map_from_concept_owner_id,map_from_concept_source,map_from_concept_id,map_to_concept_owner_id,map_to_concept_source,map_to_concept_id,map_to_concept_name,map_source[dsme1],map_to_concept_owner_id[dsme1],map_to_concept_source[dsme1],map_to_concept_id[dsme1],extmap_to_concept_owner_id[1],extmap_to_concept_source[1],extmap_to_concept_id[1],extmap_to_concept_name[1]
Concept,MSFOCG,DHIS2DataElements,,z5O6lVxOgqY,75cd5526-f40d-4c6f-969b-52d46cca18ee,Post surgical infection,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,QZDqS7O6ac0,c61fdab2-1352-411b-83d5-5a2abf91c1c2,Prematurity and/or low birth weight,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,f3xbm6OfhLm,3791b4b7-e08c-4c94-914d-cd03487ff0b7,Pulmonary tuberculosis,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,uEAuDNio7lm,c6d69ad7-fa68-4348-93e4-2160c09b6433,Pulmonary tuberculosis (suspected),FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,jzayupeluHB,21fe40e3-7c39-4a1d-8227-43a9c987a3d3,Rabies,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,YjzuRtJwYom,8ac3ed58-0f1b-4d9f-98a5-d0a409439c30,Rheumatic heart disease,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,MYGjHjHkVEj,8148225b-c4c8-4ca4-bb7a-c518db0446c5,Risk of sepsis,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,DyLMTTRQv9w,6a85fea9-1ed0-45ef-9c1b-bd8bdb83d168,Septic shock,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,UBCEhiojhqB,2b873b44-088d-4ea1-8b4b-31513707a9dc,Severe acute malnutrition,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,IbmYLnjdiHw,d051ad7c-bd6a-4efa-a980-5d8b3963d8b0,Severe Acute Malnutrition (Kwashiorkor),FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,ZqfElRlAkDY,1afa18a9-7e10-4151-9593-b9bce35a5131,Severe Acute Malnutrition (Marasmus - Kwashiorkor),FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,g8eUyWaOnJs,02129958-299e-4f39-9637-62cbf5003ab5,Severe Acute Malnutrition (Marasmus),FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,Nig0CY5Yavz,4046f712-f56a-4625-81fd-cf9e6758f83b,Severe anaemia,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,qKPHsOAYn7y,2b98e3ec-6bf2-4d4b-a207-9fa940d82048,Severe dehydration,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,jgi93qTl3qS,886e4224-b7c3-49c1-bdc0-718fa5a089bf,Severe malaria,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,JVrILdXrfvf,b8ea5926-61b7-4736-b481-3041dd351eec,Sexual violence / rape,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,XphKZBTe0oD,98bece03-43f2-4750-be99-e5bfff9b8bf4,Sexually transmitted disease (STI),FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,LddiLoqqiyL,334895ac-b7a1-4f65-ae15-e416a75b11df,Shigellosis/Salmonellosis,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,SmqyCnh7S2a,0b013124-e9af-43d4-ac73-9f55c02a39e1,Shock unspecified,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,McXJx3cRtMl,6fe6cd6c-d5cf-4ce1-9f7b-b5366ac5840d,Sickle Cell Anaemia,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,f848hgk2NxW,6064029a-98a6-4cd7-95ee-0e5c4df1db5f,Sickle cell disease,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,ykkwUadzVle,2b5673a8-c245-45c0-a91f-e94a8fb24a4a,Simple malaria,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,wqRFyvUpOVt,b5dbea9f-5e78-4d82-9406-b1e090a2d99c,Skin and soft tissue conditions,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,F86u1SKyZl5,2415559b-c51a-4477-884f-eecc72cd15ce,Skin lesions due to kwashiorkor,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,Di86sszQFl2,2e1ac78c-357f-4cc3-b453-1a5394a22e8d,Snake bites,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,zJIXW6sm1ft,6cac22c7-a01b-4e0e-aa50-24827cd4903f,Stroke / CVA,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,qeHylex8MIO,6a6d99c8-85aa-4211-a8b0-75f0f70989d6,Substance abuse / dependency,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,H5XDvifuFYq,8820aaba-a27a-4d1f-a379-955e81216b85,Suspected or confirmed malignancy,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,RoD9wAXWaax,94c45c48-9c6b-4026-8502-dade2d1bdbab,Tetanus,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,r3HuiTIMbxL,2e62c98e-6221-4670-b85c-9548e1ffd21a,Toxicity / poisoning,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,SZ0luD1m4Lv,cedf409f-2654-425e-b200-182f088b311f,Transient tachypnoea of the newborn,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,DOg0g5L5bPc,8d8caf68-696b-4998-ad77-6330d3210ea1,Typhoid fever,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,VXjQAvK4beo,1d2e5881-f528-4be4-a0b3-8b24af5b67ff,Upper respiratory tract infection,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,Zj7BwA7Ki7e,c9974633-77c5-4ccd-9e1c-29fcec9a7ca7,Upper UTI,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,GD3vtxVv6CH,0c01d589-3c2d-46ee-a5af-ebf1028e492e,Urgent surgical conditions,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,G94AO2AQI0F,14adb32e-3469-46ed-bee1-9937cc36c67c,Urolithiasis / Renal colic,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,d5IHkES5jPI,122982bb-dfce-4585-9422-ef1500bb2c2e,UTI and renal tract acute pathology,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,QdeGzzxcElL,90ec5906-aef4-4db4-858b-e0e4304615e9,Varicella,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,Khj9BhOeYEN,5a5402ab-0ffc-49c3-b280-4a85966fcebf,Violence-related injuries,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,j9P9MjHh3vM,517ed682-f10b-42f3-bc5c-ffdfb0f20f7f,Viral haemorrhagic fevers,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,g6NO3ZT1Hby,4eb5657a-c875-42cf-bcfb-cfcc81cb84ec,Visceral leishmaniasis,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,xEAOOJoxYtr,2fb4f818-2d95-48a8-b1ee-b32dda8f5279,Vit A deficiency,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,BQj2DvcRc6U,b946f001-63ac-4590-8295-a55e5cbc958f,Vit B complex deficiency,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,GhHFE33KNJr,d968c992-593e-4f67-9477-b656fb7e9d53,Vit C deficiency (scurvy),FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,tTiU8VgqAvA,719cb287-728f-4a64-97dd-307cf792add7,Vit D deficiency (rickets),FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,IKbPi1LfsSE,cbf6f5fd-48c8-4ff6-bfb9-72afd7286898,"Vitamin deficiencies (A, B, C, D, PP)",FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,v8Tor2vd6rC,dbdde1b0-e701-47e9-9b30-19aa36c8e106,Whooping cough,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,lzv7q1aAiX8,5018d3b2-3d7d-4b34-8d32-ca7d03b698ef,Whooping cough (suspected),FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,ZrLNprCyHwF,2fa4ed82-8fc7-4d0d-87e8-fd51f8aaa255,Yellow fever,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,ZTSBtZKc8Ff,2fa4ed82-8fc7-4d0d-87e8-fd51f8aaa256,Final main diagnosis,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,vqGFXhDM1XG,2fa4ed82-8fc7-4d0d-87e8-fd51f8aaa257,Entry triage color code,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,vQyb2n9ZbNS,2fa4ed82-8fc7-4d0d-87e8-fd51f8aaa258,DOA,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,gyW85pubPCN,2fa4ed82-8fc7-4d0d-87e8-fd51f8aaa259,Red,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,ubXSTebFSJo,2fa4ed82-8fc7-4d0d-87e8-fd51f8aaa260,Yellow,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,pEJJvfY04PX,2fa4ed82-8fc7-4d0d-87e8-fd51f8aaa261,Green,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
